date,value
2021-01-01,8.037
2021-01-02,8.032
2021-01-03,8.021
2021-01-04,8.008
2021-01-05,7.999
2021-01-06,7.992
2021-01-07,7.983
2021-01-08,7.97
2021-01-09,7.96
2021-01-10,7.948
2021-01-11,7.939
2021-01-12,7.932
2021-01-13,7.924
2021-01-14,7.919
2021-01-15,7.912
2021-01-16,7.904
2021-01-17,7.899
2021-01-18,7.89
2021-01-19,7.88
2021-01-20,7.871
2021-01-21,7.862
2021-01-22,7.858
2021-01-23,7.849
2021-01-24,7.839
2021-01-25,7.83
2021-01-26,7.826
2021-01-27,7.818
2021-01-28,7.81
2021-01-29,7.802
2021-01-30,7.794
2021-01-31,7.785
2021-02-01,7.777
2021-02-02,7.77
2021-02-03,7.76
2021-02-04,7.754
2021-02-05,7.753
2021-02-06,7.755
2021-02-07,7.758
2021-02-08,7.753
2021-02-09,7.747
2021-02-10,7.821
2021-02-11,7.952
2021-02-12,7.936
2021-02-13,7.92
2021-02-14,7.906
2021-02-15,7.896
2021-02-16,7.895
2021-02-17,7.879
2021-02-18,7.867
2021-02-19,7.855
2021-02-20,7.842
2021-02-21,7.83
2021-02-22,7.867
2021-02-23,7.959
2021-02-24,8.018
2021-02-25,8.001
2021-02-26,7.98
2021-02-27,7.962
2021-02-28,7.947
2021-03-01,7.933
2021-03-02,7.917
2021-03-03,7.991
2021-03-04,8.109
2021-03-05,8.087
2021-03-06,8.069
2021-03-07,8.051
2021-03-08,8.035
2021-03-09,8.1
2021-03-10,8.155
2021-03-11,8.129
2021-03-12,8.119
2021-03-13,8.108
2021-03-14,8.101
2021-03-15,8.087
2021-03-16,8.044
2021-03-17,7.993
2021-03-18,7.985
2021-03-19,7.968
2021-03-20,7.953
2021-03-21,7.944
2021-03-22,7.936
2021-03-23,7.938
2021-03-24,7.953
2021-03-25,7.986
2021-03-26,8.058
2021-03-27,8.133
2021-03-28,8.205
2021-03-29,8.272
2021-03-30,8.32
2021-03-31,8.363
2021-04-01,8.397
2021-04-02,8.417
2021-04-03,8.43
2021-04-04,8.438
2021-04-05,8.304
2021-04-06,8.14
2021-04-07,7.904
2021-04-08,7.577
2021-04-09,7.531
2021-04-10,7.497
2021-04-11,7.541
2021-04-12,7.546
2021-04-13,7.513
2021-04-14,7.536
2021-04-15,7.484
2021-04-16,7.448
2021-04-17,7.471
2021-04-18,7.491
2021-04-19,7.515
2021-04-20,7.537
2021-04-21,7.565
2021-04-22,7.574
2021-04-23,7.587
2021-04-24,7.601
2021-04-25,7.613
2021-04-26,7.62
2021-04-27,7.731
2021-04-28,7.835
2021-04-29,7.838
2021-04-30,7.856
2021-05-01,7.858
2021-05-02,7.858
2021-05-03,7.874
2021-05-04,7.977
2021-05-05,8.059
2021-05-06,8.053
2021-05-07,8.046
2021-05-08,8.038
2021-05-09,8.027
2021-05-10,8.016
2021-05-11,7.871
2021-05-12,7.738
2021-05-13,7.738
2021-05-14,7.737
2021-05-15,7.739
2021-05-16,7.741
2021-05-17,7.737
2021-05-18,7.734
2021-05-19,7.73
2021-05-20,7.724
2021-05-21,7.672
2021-05-22,7.615
2021-05-23,7.623
2021-05-24,7.61
2021-05-25,7.598
2021-05-26,7.591
2021-05-27,7.598
2021-05-28,7.528
2021-05-29,7.444
2021-05-30,7.439
2021-05-31,7.434
2021-06-01,7.428
2021-06-02,7.429
2021-06-03,7.431
2021-06-04,7.433
2021-06-05,7.428
2021-06-06,7.426
2021-06-07,7.425
2021-06-08,7.426
2021-06-09,7.43
2021-06-10,7.423
2021-06-11,7.415
2021-06-12,7.41
