date,value
2021-01-01,1.138
2021-01-02,1.134
2021-01-03,1.125
2021-01-04,1.116
2021-01-05,1.108
2021-01-06,1.1
2021-01-07,1.09
2021-01-08,1.079
2021-01-09,1.069
2021-01-10,1.058
2021-01-11,1.048
2021-01-12,1.042
2021-01-13,1.035
2021-01-14,1.028
2021-01-15,1.021
2021-01-16,1.02
2021-01-17,1.02
2021-01-18,1.014
2021-01-19,1.009
2021-01-20,1.004
2021-01-21,1
2021-01-22,0.997
2021-01-23,0.99
2021-01-24,0.983
2021-01-25,0.977
2021-01-26,0.972
2021-01-27,0.969
2021-01-28,0.963
2021-01-29,0.957
2021-01-30,0.951
2021-01-31,0.944
2021-02-01,0.939
2021-02-02,0.934
2021-02-03,0.929
2021-02-04,0.923
2021-02-05,0.923
2021-02-06,0.931
2021-02-07,0.934
2021-02-08,0.931
2021-02-09,0.926
2021-02-10,0.923
2021-02-11,0.919
2021-02-12,0.915
2021-02-13,0.911
2021-02-14,0.909
2021-02-15,0.908
2021-02-16,0.984
2021-02-17,1.058
2021-02-18,1.043
2021-02-19,1.051
2021-02-20,1.042
2021-02-21,1.012
2021-02-22,0.994
2021-02-23,1.004
2021-02-24,1.003
2021-02-25,0.985
2021-02-26,0.967
2021-02-27,0.956
2021-02-28,0.949
2021-03-01,0.995
2021-03-02,1.051
2021-03-03,1.05
2021-03-04,1.032
2021-03-05,1.015
2021-03-06,1.001
2021-03-07,0.988
2021-03-08,0.978
2021-03-09,0.967
2021-03-10,0.96
2021-03-11,0.967
2021-03-12,1.083
2021-03-13,1.172
2021-03-14,1.172
2021-03-15,1.165
2021-03-16,1.158
2021-03-17,1.149
2021-03-18,1.14
2021-03-19,1.127
2021-03-20,1.118
2021-03-21,1.114
2021-03-22,1.117
2021-03-23,1.136
2021-03-24,1.239
2021-03-25,1.412
2021-03-26,1.602
2021-03-27,1.745
2021-03-28,1.841
2021-03-29,1.975
2021-03-30,2.031
2021-03-31,2.072
2021-04-01,2.091
2021-04-02,2.077
2021-04-03,2.048
2021-04-04,1.885
2021-04-05,1.708
2021-04-06,1.499
2021-04-07,1.386
2021-04-08,1.392
2021-04-09,1.312
2021-04-10,1.245
2021-04-11,1.261
2021-04-12,1.285
2021-04-13,1.298
2021-04-14,1.306
2021-04-15,1.218
2021-04-16,1.15
2021-04-17,1.152
2021-04-18,1.152
2021-04-19,1.153
2021-04-20,1.155
2021-04-21,1.154
2021-04-22,1.119
2021-04-23,1.052
2021-04-24,1.015
2021-04-25,1.016
2021-04-26,1.007
2021-04-27,1.014
2021-04-28,1.026
2021-04-29,1.038
2021-04-30,1.057
2021-05-01,1.069
2021-05-02,1.078
2021-05-03,1.09
2021-05-04,1.101
2021-05-05,1.219
2021-05-06,1.29
2021-05-07,1.277
2021-05-08,1.263
2021-05-09,1.246
2021-05-10,1.154
2021-05-11,1.055
2021-05-12,1.066
2021-05-13,1.067
2021-05-14,1.062
2021-05-15,1.055
2021-05-16,1.047
2021-05-17,0.99
2021-05-18,0.898
2021-05-19,0.892
2021-05-20,0.887
2021-05-21,0.884
2021-05-22,0.882
2021-05-23,0.884
2021-05-24,0.878
2021-05-25,0.874
2021-05-26,0.872
2021-05-27,0.841
2021-05-28,0.784
2021-05-29,0.769
2021-05-30,0.769
2021-05-31,0.769
2021-06-01,0.71
2021-06-02,0.633
2021-06-03,0.637
2021-06-04,0.642
2021-06-05,0.645
2021-06-06,0.649
2021-06-07,0.651
2021-06-08,0.652
2021-06-09,0.654
2021-06-10,0.652
2021-06-11,0.652
2021-06-12,0.653
2021-06-13,0.652
2021-06-14,0.653
2021-06-15,0.675
2021-06-16,0.688
2021-06-17,0.683
2021-06-18,0.683
2021-06-19,0.689
2021-06-20,0.689
2021-06-21,0.687
2021-06-22,0.704
2021-06-23,0.711
2021-06-24,0.727
2021-06-25,0.738
2021-06-26,0.779
2021-06-27,0.88
2021-06-28,1.058
2021-06-29,1.097
2021-06-30,1.087
2021-07-01,1.069
2021-07-02,1.049
2021-07-03,1.034
2021-07-04,1.02
2021-07-05,1.015
2021-07-06,1.027
2021-07-07,1.034
