date,value
2021-01-01,8.814
2021-01-02,8.808
2021-01-03,8.797
2021-01-04,8.786
2021-01-05,8.776
2021-01-06,8.768
2021-01-07,8.759
2021-01-08,8.748
2021-01-09,8.739
2021-01-10,8.727
2021-01-11,8.718
2021-01-12,8.711
2021-01-13,8.703
2021-01-14,8.696
2021-01-15,8.686
2021-01-16,8.685
2021-01-17,8.683
2021-01-18,8.674
2021-01-19,8.668
2021-01-20,8.663
2021-01-21,8.657
2021-01-22,8.657
2021-01-23,8.649
2021-01-24,8.638
2021-01-25,8.631
2021-01-26,8.626
2021-01-27,8.622
2021-01-28,8.614
2021-01-29,8.606
2021-01-30,8.599
2021-01-31,8.592
2021-02-01,8.585
2021-02-02,8.579
2021-02-03,8.572
2021-02-04,8.563
2021-02-05,8.561
2021-02-06,8.566
2021-02-07,8.57
2021-02-08,8.572
2021-02-09,8.569
2021-02-10,8.564
2021-02-11,8.559
2021-02-12,8.553
2021-02-13,8.547
2021-02-14,8.543
2021-02-15,8.54
2021-02-16,8.541
2021-02-17,8.535
2021-02-18,8.53
2021-02-19,8.525
2021-02-20,8.52
2021-02-21,8.514
2021-02-22,8.515
2021-02-23,8.513
2021-02-24,8.514
2021-02-25,8.515
2021-02-26,8.506
2021-02-27,8.5
2021-02-28,8.491
2021-03-01,8.489
2021-03-02,8.477
2021-03-03,8.468
2021-03-04,8.46
2021-03-05,8.45
2021-03-06,8.44
2021-03-07,8.43
2021-03-08,8.419
2021-03-09,8.412
2021-03-10,8.402
2021-03-11,8.402
2021-03-12,8.413
2021-03-13,8.418
2021-03-14,8.422
2021-03-15,8.421
2021-03-16,8.419
2021-03-17,8.418
2021-03-18,8.418
2021-03-19,8.413
2021-03-20,8.409
2021-03-21,8.406
2021-03-22,8.407
2021-03-23,8.415
2021-03-24,8.431
2021-03-25,8.464
2021-03-26,8.512
2021-03-27,8.557
2021-03-28,8.595
2021-03-29,8.63
2021-03-30,8.643
2021-03-31,8.663
2021-04-01,8.679
2021-04-02,8.688
2021-04-03,8.69
2021-04-04,8.697
2021-04-05,8.707
2021-04-06,8.716
2021-04-07,8.729
2021-04-08,8.736
2021-04-09,8.744
2021-04-10,8.753
2021-04-11,8.762
2021-04-12,8.777
2021-04-13,8.786
2021-04-14,8.793
2021-04-15,8.797
2021-04-16,8.804
2021-04-17,8.809
2021-04-18,8.811
2021-04-19,8.812
2021-04-20,8.82
2021-04-21,8.821
2021-04-22,8.821
2021-04-23,8.818
2021-04-24,8.818
2021-04-25,8.823
2021-04-26,8.821
2021-04-27,8.822
2021-04-28,8.844
2021-04-29,8.856
2021-04-30,8.874
2021-05-01,8.875
2021-05-02,8.88
2021-05-03,8.889
2021-05-04,8.9
2021-05-05,8.912
2021-05-06,8.918
2021-05-07,8.921
2021-05-08,8.924
2021-05-09,8.926
2021-05-10,8.926
2021-05-11,8.928
2021-05-12,8.929
2021-05-13,8.928
2021-05-14,8.926
2021-05-15,8.925
2021-05-16,8.923
2021-05-17,8.922
2021-05-18,8.92
2021-05-19,8.917
2021-05-20,8.915
2021-05-21,8.915
2021-05-22,8.915
2021-05-23,8.917
2021-05-24,8.908
2021-05-25,8.905
2021-05-26,8.908
2021-05-27,8.908
2021-05-28,8.899
2021-05-29,8.893
2021-05-30,8.891
2021-05-31,8.889
2021-06-01,8.887
2021-06-02,8.884
2021-06-03,8.884
2021-06-04,8.888
2021-06-05,8.888
2021-06-06,8.888
2021-06-07,8.886
2021-06-08,8.888
2021-06-09,8.887
2021-06-10,8.878
2021-06-11,8.884
2021-06-12,8.888
2021-06-13,8.885
2021-06-14,8.889
2021-06-15,8.89
2021-06-16,8.88
2021-06-17,8.871
2021-06-18,8.865
2021-06-19,8.87
2021-06-20,8.865
2021-06-21,8.865
2021-06-22,8.865
2021-06-23,8.855
2021-06-24,8.847
2021-06-25,8.85
2021-06-26,8.893
2021-06-27,8.947
2021-06-28,8.957
2021-06-29,8.968
2021-06-30,8.981
2021-07-01,8.986
2021-07-02,8.986
2021-07-03,8.984
2021-07-04,8.98
2021-07-05,8.979
2021-07-06,8.989
2021-07-07,8.997
2021-07-08,9.013
2021-07-09,9.033
2021-07-10,9.039
2021-07-11,9.042
2021-07-12,9.045
2021-07-13,9.057
2021-07-14,9.081
2021-07-15,9.087
2021-07-16,9.104
2021-07-17,9.098
2021-07-18,9.09
2021-07-19,9.078
2021-07-20,9.073
2021-07-21,9.068
2021-07-22,9.051
2021-07-23,9.035
2021-07-24,9.017
2021-07-25,9.025
2021-07-26,9.012
2021-07-27,9
2021-07-28,8.988
2021-07-29,8.983
2021-07-30,8.979
2021-07-31,8.965
2021-08-01,8.982
2021-08-02,8.977
2021-08-03,8.968
2021-08-04,8.96
2021-08-05,8.96
2021-08-06,8.96
2021-08-07,8.97
2021-08-08,8.97
2021-08-09,8.979
2021-08-10,8.998
2021-08-11,9.007
2021-08-12,9.01
2021-08-13,9.006
2021-08-14,8.991
2021-08-15,8.968
2021-08-16,8.952
2021-08-17,8.944
2021-08-18,8.938
2021-08-19,8.937
2021-08-20,8.935
2021-08-21,8.933
2021-08-22,8.932
2021-08-23,8.933
2021-08-24,8.928
2021-08-25,8.923
2021-08-26,8.923
2021-08-27,8.913
2021-08-28,8.906
2021-08-29,8.926
2021-08-30,8.95
2021-08-31,8.945
2021-09-01,8.938
2021-09-02,8.933
2021-09-03,8.924
2021-09-04,8.918
2021-09-05,8.922
2021-09-06,8.931
2021-09-07,8.926
2021-09-08,8.937
2021-09-09,8.939
2021-09-10,8.934
2021-09-11,8.928
2021-09-12,8.933
2021-09-13,8.927
2021-09-14,8.912
2021-09-15,8.912
2021-09-16,8.901
2021-09-17,8.891
2021-09-18,8.886
2021-09-19,8.872
2021-09-20,8.861
2021-09-21,8.857
2021-09-22,8.918
2021-09-23,9.013
2021-09-24,9.058
2021-09-25,9.078
2021-09-26,9.107
2021-09-27,9.12
2021-09-28,9.119
2021-09-29,9.109
2021-09-30,9.093
2021-10-01,9.076
2021-10-02,9.06
