date,value
2024-02-24,9.164
2024-02-25,9.152
2024-02-26,9.136
2024-02-27,9.123
2024-02-28,9.131
2024-02-29,9.141
2024-03-01,9.142
2024-03-02,9.136
2024-03-03,9.131
2024-03-04,9.13
2024-03-05,9.13
2024-03-06,9.139
2024-03-07,9.148
2024-03-08,9.155
2024-03-09,9.195
2024-03-10,9.258
2024-03-11,9.295
2024-03-12,9.31
2024-03-13,9.314
2024-03-14,9.319
2024-03-15,9.331
2024-03-16,9.351
2024-03-17,9.372
2024-03-18,9.39
2024-03-19,9.42
2024-03-20,9.442
2024-03-21,9.455
2024-03-22,9.47
2024-03-23,9.483
2024-03-24,9.492
2024-03-25,9.506
2024-03-26,9.521
2024-03-27,9.548
2024-03-28,9.559
2024-03-29,9.565
2024-03-30,9.565
2024-03-31,9.57
2024-04-01,9.574
2024-04-02,9.577
2024-04-03,9.582
2024-04-04,9.608
2024-04-05,9.625
2024-04-06,9.639
2024-04-07,9.646
2024-04-08,9.644
2024-04-09,9.64
2024-04-10,9.623
2024-04-11,9.611
2024-04-12,9.649
2024-04-13,9.724
2024-04-14,9.778
2024-04-15,9.809
2024-04-16,9.826
2024-04-17,9.846
2024-04-18,9.891
2024-04-19,9.907
2024-04-20,9.909
2024-04-21,9.897
2024-04-22,9.878
2024-04-23,9.854
2024-04-24,9.815
2024-04-25,9.77
2024-04-26,9.731
2024-04-27,9.706
2024-04-28,9.688
2024-04-29,9.697
2024-04-30,9.714
2024-05-01,9.713
2024-05-02,9.697
2024-05-03,9.669
2024-05-04,9.641
2024-05-05,9.612
2024-05-06,9.584
2024-05-07,9.573
2024-05-08,9.579
2024-05-09,9.58
2024-05-10,9.581
2024-05-11,9.575
2024-05-12,9.569
2024-05-13,9.568
2024-05-14,9.565
2024-05-15,9.557
2024-05-16,9.559
2024-05-17,9.555
2024-05-18,9.541
2024-05-19,9.52
2024-05-20,9.5
2024-05-21,9.491
2024-05-22,9.499
2024-05-23,9.505
2024-05-24,9.501
2024-05-25,9.501
2024-05-26,9.498
2024-05-27,9.504
2024-05-28,9.513
2024-05-29,9.513
2024-05-30,9.515
2024-05-31,9.52
2024-06-01,9.518
2024-06-02,9.505
2024-06-03,9.499
2024-06-04,9.499
2024-06-05,9.5
2024-06-06,9.499
2024-06-07,9.501
2024-06-08,9.493
2024-06-09,9.484
2024-06-10,9.469
2024-06-11,9.473
2024-06-12,9.482
2024-06-13,9.491
2024-06-14,9.51
2024-06-15,9.528
2024-06-16,9.539
2024-06-17,9.564
2024-06-18,9.565
2024-06-19,9.558
2024-06-20,9.551
2024-06-21,9.541
2024-06-22,9.537
2024-06-23,9.589
2024-06-24,9.619
2024-06-25,9.646
2024-06-26,9.648
2024-06-27,9.643
2024-06-28,9.635
2024-06-29,9.621
2024-06-30,9.617
2024-07-01,9.596
2024-07-02,9.571
2024-07-03,9.542
2024-07-04,9.524
2024-07-05,9.521
2024-07-06,9.522
2024-07-07,9.514
2024-07-08,9.502
2024-07-09,9.491
2024-07-10,9.473
2024-07-11,9.469
2024-07-12,9.462
2024-07-13,9.458
2024-07-14,9.463
2024-07-15,9.468
2024-07-16,9.478
2024-07-17,9.491
2024-07-18,9.496
2024-07-19,9.505
2024-07-20,9.503
2024-07-21,9.493
2024-07-22,9.487
2024-07-23,9.477
2024-07-24,9.467
2024-07-25,9.455
2024-07-26,9.451
2024-07-27,9.446
2024-07-28,9.436
2024-07-29,9.432
2024-07-30,9.43
2024-07-31,9.442
2024-08-01,9.448
2024-08-02,9.452
2024-08-03,9.458
2024-08-04,9.457
2024-08-05,9.466
2024-08-06,9.468
2024-08-07,9.462
2024-08-08,9.451
2024-08-09,9.444
2024-08-10,9.438
2024-08-11,9.447
2024-08-12,9.449
2024-08-13,9.445
2024-08-14,9.438
2024-08-15,9.431
2024-08-16,9.425
2024-08-17,9.425
2024-08-18,9.43
2024-08-19,9.44
2024-08-20,9.438
2024-08-21,9.435
2024-08-22,9.436
2024-08-23,9.436
2024-08-24,9.437
