date,tempC
2016-08-15,23.373
2016-08-16,23.274
2016-08-17,23.122
2016-08-18,23.183
2016-08-19,23.576
2016-08-20,23.783
2016-08-21,23.288
2016-08-22,22.526
2016-08-23,22.272
2016-08-24,22.562
2016-08-25,22.666
2016-08-26,22.919
2016-08-27,22.628
2016-08-28,22.534
2016-08-29,22.623
2016-08-30,22.578
2016-08-31,22.472
2016-09-01,22.402
2016-09-02,22.181
2016-09-03,21.769
2016-09-04,21.12
2016-09-05,21.496
2016-09-06,21.854
2016-09-07,22.141
2016-09-08,22.094
2016-09-09,22.241
2016-09-10,21.977
2016-09-11,21.216
2016-09-12,21.168
2016-09-13,21.038
2016-09-14,20.774
2016-09-15,20.54
2016-09-16,20.511
2016-09-17,20.654
2016-09-18,20.606
2016-09-19,20.546
2016-09-20,20.376
2016-09-21,20.238
2016-09-22,20.29
2016-09-23,20.277
2016-09-24,20.243000000000002
2016-09-25,20.167
2016-09-26,19.812
2016-09-27,18.912
2016-09-28,18.613
2016-09-29,18.795
2016-09-30,18.893
2016-10-01,18.85
2016-10-02,18.02
2016-10-03,18.047
2016-10-04,17.712
2016-10-05,17.698
2016-10-06,17.775
2016-10-07,17.834
2016-10-08,17.743
2016-10-09,17.268
2016-10-10,16.895
2016-10-11,16.63
2016-10-12,16.648
2016-10-13,16.518
2016-10-14,15.546
2016-10-15,15.363
2016-10-16,15.206999999999999
2016-10-17,15.083
2016-10-18,15.014
2016-10-19,14.952
2016-10-20,15.003
2016-10-21,14.892999999999999
2016-10-22,13.924
2016-10-23,13.901
2016-10-24,13.718
2016-10-25,13.227
2016-10-26,12.119
2016-10-27,11.856
2016-10-28,11.558
2016-10-29,10.984
2016-10-30,10.836
2016-10-31,10.804
2016-11-01,10.839
2016-11-02,11.086
2016-11-03,11.166
2016-11-04,10.879
2016-11-05,10.778
2016-11-06,10.506
2016-11-07,10.512
2016-11-08,10.574
2016-11-09,10.426
2016-11-10,10.145
2016-11-11,10.055
2016-11-12,10.286
2016-11-13,10.386
2016-11-14,10.235
2016-11-15,9.655
2016-11-16,9.43
2016-11-17,9.451
2016-11-18,9.677999999999999
2016-11-19,9.712
2016-11-20,8.725000000000001
2016-11-21,8.07
2016-11-22,6.7719999999999985
2016-11-23,6.876000000000001
2016-11-24,6.949999999999999
2016-11-25,7.108999999999998
2016-11-26,7.3870000000000005
2016-11-27,7.469000000000001
2016-11-28,7.4190000000000005
2016-11-29,7.439
2016-11-30,7.48
2016-12-01,7.547000000000001
2016-12-02,7.097000000000001
2016-12-03,6.7989999999999995
2016-12-04,6.6179999999999986
2016-12-05,6.744
2016-12-06,6.8309999999999995
2016-12-07,6.861999999999998
2016-12-08,6.908999999999999
2016-12-09,5.652999999999999
2016-12-10,5.844999999999999
2016-12-11,5.599999999999998
2016-12-12,5.556999999999999
2016-12-13,5.550999999999998
2016-12-14,4.728999999999999
2016-12-15,4.256
2016-12-16,4.073
2016-12-17,4.335000000000001
2016-12-18,4.468
2016-12-19,4.538999999999998
2016-12-20,4.274999999999999
2016-12-21,4.135999999999999
2016-12-22,4.073
2016-12-23,4.106999999999999
2016-12-24,4.244
2016-12-25,4.515000000000001
2016-12-26,4.489000000000001
2016-12-27,4.768999999999998
2016-12-28,5.157
2016-12-29,5.722999999999999
2016-12-30,4.884
2016-12-31,5.119
2017-01-01,4.876000000000001
2017-01-02,5.465
2017-01-03,5.637999999999998
2017-01-04,4.820999999999998
2017-01-05,3.904
2017-01-06,4.065000000000001
2017-01-07,2.0159999999999982
2017-01-08,3.843
2017-01-09,3.8200000000000003
2017-01-10,3.8230000000000004
2017-01-11,4.66
2017-01-12,4.5440000000000005
2017-01-13,2.812000000000001
2017-01-14,2.6340000000000003
2017-01-15,2.8969999999999985
2017-01-16,3.1729999999999983
2017-01-17,3.4770000000000003
2017-01-18,4.125
2017-01-19,4.523
2017-01-20,4.661999999999999
2017-01-21,5.18
2017-01-22,4.437000000000001
2017-01-23,4.611999999999998
2017-01-24,4.454000000000001
2017-01-25,4.393999999999998
2017-01-26,4.419999999999998
2017-01-27,4.3870000000000005
2017-01-28,4.041
2017-01-29,3.571999999999999
2017-01-30,3.2089999999999996
2017-01-31,2.939
2017-02-01,2.7409999999999997
2017-02-02,1.7759999999999998
2017-02-03,1.4190000000000005
2017-02-04,1.5060000000000002
2017-02-05,1.908999999999999
2017-02-06,2.0429999999999993
2017-02-07,1.9469999999999992
2017-02-08,1.9540000000000006
2017-02-09,2.1110000000000007
2017-02-10,2.192
2017-02-11,2.3069999999999986
2017-02-12,1.6699999999999982
2017-02-13,0.8419999999999987
2017-02-14,0.6469999999999985
2017-02-15,0.6870000000000012
2017-02-16,1.0090000000000003
2017-02-17,1.5760000000000005
2017-02-18,1.6729999999999983
2017-02-19,1.5120000000000005
2017-02-20,1.4740000000000002
2017-02-21,1.6289999999999978
2017-02-22,2.0539999999999985
2017-02-23,2.538999999999998
2017-02-24,2.687000000000001
2017-02-25,1.9450000000000003
2017-02-26,1.4579999999999984
2017-02-27,1.370000000000001
2017-02-28,1.306000000000001
2017-03-01,1.4529999999999994
2017-03-02,1.2339999999999982
2017-03-03,1.2710000000000008
2017-03-04,1.1729999999999983
2017-03-05,1.2560000000000002
2017-03-06,0.9879999999999995
2017-03-07,1.061
2017-03-08,1.2109999999999985
2017-03-09,0.8919999999999995
2017-03-10,0.4349999999999987
2017-03-11,0.8030000000000008
2017-03-12,0.8120000000000012
2017-03-13,1.1829999999999998
2017-03-14,0.46499999999999986
2017-03-15,0.34199999999999875
2017-03-16,0.17299999999999827
2017-03-17,0.24399999999999977
2017-03-18,0.5429999999999993
2017-03-19,0.7339999999999982
2017-03-20,0.870000000000001
2017-03-21,0.7880000000000003
2017-03-22,0.695999999999998
2017-03-23,0.509999999999998
2017-03-24,0.39699999999999847
2017-03-25,0.44399999999999906
2017-03-26,0.5799999999999983
2017-03-27,-0.28200000000000003
2017-03-28,-0.22100000000000009
2017-03-29,-0.20200000000000173
2017-03-30,-0.08600000000000207
2017-03-31,0.21600000000000108
2017-04-01,1.189
2017-04-02,1.2349999999999994
2017-04-03,0.33399999999999963
2017-04-04,0.8840000000000003
2017-04-05,1.4319999999999986
2017-04-06,1.120000000000001
2017-04-07,1.166999999999998
2017-04-08,1.1729999999999983
2017-04-09,1.216000000000001
2017-04-10,1.1430000000000007
2017-04-11,1.3520000000000003
2017-04-12,1.2330000000000005
2017-04-13,1.399000000000001
2017-04-14,1.6239999999999988
2017-04-15,1.4349999999999987
2017-04-16,1.5820000000000007
2017-04-17,1.9179999999999993
2017-04-18,2.4450000000000003
2017-04-19,2.1630000000000003
2017-04-20,2.277000000000001
2017-04-21,2.4559999999999995
2017-04-22,2.073999999999998
2017-04-23,1.9929999999999986
2017-04-24,2.064
2017-04-25,2.1580000000000013
2017-04-26,2.0139999999999993
2017-04-27,2.5060000000000002
2017-04-28,3.247
2017-04-29,2.7719999999999985
2017-04-30,2.7330000000000005
2017-05-01,2.7349999999999994
2017-05-02,2.719000000000001
2017-05-03,3.1479999999999997
2017-05-04,3.1149999999999984
2017-05-05,2.7959999999999994
2017-05-06,3.210000000000001
2017-05-07,2.751999999999999
2017-05-08,2.541999999999998
2017-05-09,2.562999999999999
2017-05-10,2.600999999999999
2017-05-11,2.4130000000000003
2017-05-12,2.6690000000000005
2017-05-13,2.7409999999999997
2017-05-14,2.678000000000001
2017-05-15,1.6870000000000012
2017-05-16,1.9770000000000003
2017-05-17,1.8859999999999992
2017-05-18,3.3760000000000012
2017-05-19,3.852999999999998
2017-05-20,6.0539999999999985
2017-05-21,5.9559999999999995
2017-05-22,6.155999999999999
2017-05-23,6.265999999999998
2017-05-24,6.254000000000001
2017-05-25,6.27
2017-05-26,6.3580000000000005
2017-05-27,5.248999999999999
2017-05-28,5.867000000000001
2017-05-29,5.981999999999999
2017-05-30,5.966000000000001
2017-05-31,5.623000000000001
2017-06-01,6.192999999999998
2017-06-02,6.533999999999999
2017-06-03,6.664999999999999
2017-06-04,7.084
2017-06-05,7.843
2017-06-06,8.119
2017-06-07,8.456
2017-06-08,10.113999999999999
2017-06-09,10.699
2017-06-10,11.123
2017-06-11,10.994
2017-06-12,9.95
2017-06-13,10.142
2017-06-14,9.855
2017-06-15,11.009
2017-06-16,11.279
2017-06-17,13.727
2017-06-18,14.765
2017-06-19,14.888
2017-06-20,14.47
2017-06-21,13.431
2017-06-22,14.212
2017-06-23,15.583
2017-06-24,16.333
2017-06-25,16.801000000000002
2017-06-26,17.07
2017-06-27,16.838
2017-06-28,15.940999999999999
2017-06-29,13.879
2017-06-30,14.168
2017-07-01,16.563000000000002
2017-07-02,17.88
2017-07-03,17.96
